list_no,notice_no,title,dept,publish_date,publish_period,views,notAncmtMgtNo,detail_url,detail_url_http,publish_date_iso,list_page,pos_hits,neg_hits,score,strong_neg,blacklist_hit,is_keyword_candidate,pipeline_status,reject_reason,category
6090,수원시 공고 제2026-2046호,「수원시 통・반장증 발급 규칙」일부개정규칙안 입법예고,자치분권과,2026-09-10,2026-09-10 ~ 2026-09-30,25,156398,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156398,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156398,2026-09-10,3,,,0,,입법예고,False,rejected,blacklist:입법예고,
6089,수원시 고시 제2026-387호,하천점용허가 고시(2026-서호천13호),수질하천과,2026-09-10,2026-09-10 ~ 2026-09-23,22,156375,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156375,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156375,2026-09-10,3,,,0,,,False,rejected,not_keyword_candidate,
6088,수원시 권선구 공고 제2026-738호,「도로법」위반 불법 노상 적치물 보관 및 내역 공고,안전건설과,2026-09-09,2026-09-09 ~ 2026-10-12,31,156496,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156496,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156496,2026-09-09,3,,,0,,,False,rejected,not_keyword_candidate,
6087,수원시 권선구 공고 제2026-737호,권선구청 구내식당 기간제근로자 채용시험 서류전형 결과 및 면접시험 시행계획 공고,행정지원과,2026-09-09,2026-09-09 ~ 2026-09-14,48,156495,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156495,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156495,2026-09-09,3,,,0,,기간제,False,rejected,blacklist:기간제,
6086,수원시 팔달구 고등동 공고 제2026-59호,거주불명등록자에 대한 행정상 관리주소 이전 1차 공고,고등동,2026-09-09,2026-09-09 ~ 2026-09-18,26,156494,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156494,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156494,2026-09-09,3,,,0,,,False,rejected,not_keyword_candidate,
6085,수원시 권선구 입북동 공고 제2026-40호,신규 주민등록증 발급통지서 반송 공고 (2009년 8월생),입북동,2026-09-09,2026-09-09 ~ 2026-09-23,38,156490,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156490,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156490,2026-09-09,3,,,0,,,False,rejected,not_keyword_candidate,
6084,수원시 권선구 공고 제2026-735호,「2026년 권선구 도시공원(2구역) 녹지정비공사(2차)(단가계약)」수의견적 제출 안내 공고,행정지원과,2026-09-09,2026-09-09 ~ 2026-09-15,48,156486,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156486,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156486,2026-09-09,3,,견적,-1,,,False,rejected,not_keyword_candidate,
6083,수원시 영통구 매탄1동 공고 제2026-33호,2026년 4분기 매탄1동 주민자치센터 프로그램 수강생 모집 공고,매탄1동,2026-09-09,2026-09-09 ~ 2026-09-30,48,156480,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156480,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156480,2026-09-09,4,"모집,프로그램,수강",,3,,,True,candidate,,course_local
6082,수원시 권선구 평동 공고 제2026-78호,무연고 사망자 시신처리 공고,평동,2026-09-09,2026-09-09 ~ 2026-10-09,51,156479,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156479,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156479,2026-09-09,4,,,0,,,False,rejected,not_keyword_candidate,
6081,수원시 농업기술센터 공고 제2026-33호,농업법인 해산명령청구에 따른 청문실시통지 공시송달 공고,생명산업과,2026-09-09,2026-09-09 ~ 2026-09-30,43,156477,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156477,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156477,2026-09-09,4,,공시송달,-1,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6080,수원시 권선구 공고 제2026-733호,「주차장법 위반에 따른 시정명령 사전안내 통보」 공시송달 공고,건축과,2026-09-09,2026-09-09 ~ 2026-09-28,35,156475,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156475,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156475,2026-09-09,4,,공시송달,-1,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6079,수원시 권선구 권선2동 공고 제2026-56호,신규 주민등록증 발급통지서 반송자공고(2009년 8월생),권선2동,2026-09-09,2026-09-09 ~ 2026-09-23,36,156469,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156469,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156469,2026-09-09,4,,,0,,,False,rejected,not_keyword_candidate,
6078,수원시 팔달구 공고 제2026-565호,공중위생관리법 위반 체납 과태료 납부독촉 및 압류예고(2차) 공시송달 공고,환경위생과,2026-09-09,2026-09-09 ~ 2026-09-23,40,156468,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156468,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156468,2026-09-09,4,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6077,수원시 팔달구 공고 제2026-564호,공중위생관리법 위반 체납 과태료 납부독촉 및 압류 예고(2차) 공시송달 공고,환경위생과,2026-09-09,2026-09-09 ~ 2026-09-23,32,156467,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156467,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156467,2026-09-09,4,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6076,수원시 팔달구 공고 제2026-563호,수원시 팔달구 깨끗한 쓰레기처리 감시원 사무보조(기간제 근로자) 채용 공고(수정 공고),환경위생과,2026-09-09,2026-09-09 ~ 2026-09-18,102,156466,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156466,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156466,2026-09-09,4,,,0,,기간제,False,rejected,blacklist:기간제,
6075,수원시 권선구 금곡동 공고 제2026-62호,2026년 민방위 집합교육(보충1차) 통지서 반송에 따른 공시송달 공고,금곡동,2026-09-09,2026-09-09 ~ 2026-09-29,23,156465,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156465,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156465,2026-09-09,4,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6074,수원시 팔달구 공고 제2026-561호,2026년 팔달구 하수도 유지관리 기간제근로자 채용 서류전형 합격자 발표 및 면접시험 계획 공고,안전건설과,2026-09-09,2026-09-09 ~ 2026-09-15,45,156461,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156461,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156461,2026-09-09,4,,,0,,기간제,False,rejected,blacklist:기간제,
6073,수원시 공고 제2026-2065호,수원시 생활폐기물 수집・운반 대행업체 선정 제안서 평가위원(후보자) 모집 공고,청소자원과,2026-09-09,2026-09-09 ~ 2026-09-23,406,156460,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156460,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156460,2026-09-09,4,모집,,1,,위원,True,rejected,blacklist:위원,
6072,수원시 영통구 매탄2동 공고 제2026-43호,2026년도 4분기 매탄2동 주민자치센터 프로그램 수강생 모집 공고,매탄2동,2026-09-09,2026-09-09 ~ 2026-09-30,47,156458,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156458,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156458,2026-09-09,4,"모집,프로그램,수강",,3,,,True,candidate,,course_local
6071,수원시 팔달구 행궁동 공고 제2026-42호,2026년 4분기 행궁동 주민자치센터 특성화 프로그램 수강생 모집 공고,행궁동,2026-09-09,2026-09-09 ~ 2026-09-30,22,156455,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156455,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156455,2026-09-09,4,"모집,프로그램,수강",,3,,,True,candidate,,course_local
6070,수원시 영통구 광교1동 공고 제2026-74호,광교1동 주민자치회 위촉 위원 인적사항 공고,광교1동,2026-09-09,2026-09-09 ~ 2026-09-24,19,156454,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156454,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156454,2026-09-09,4,,,0,,위원,False,rejected,blacklist:위원,
6069,수원시 공고 제2026-2063호,「교통사고 잦은곳 개선사업(도청로삼거리)」수의계약 안내 공고,회계과,2026-09-09,2026-09-09 ~ 2026-09-15,27,156453,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156453,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156453,2026-09-09,4,,수의계약,-1,수의계약,수의계약,False,rejected,strong_neg:수의계약,
6068,수원시 장안구 공고 제2026-438호,2026년 장안구 도시공원 시설물 유지관리공사(단가계약)(2차) 수의견적 제출안내 공고,행정지원과,2026-09-09,2026-09-09 ~ 2026-09-15,17,156452,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156452,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156452,2026-09-09,4,,견적,-1,,,False,rejected,not_keyword_candidate,
6067,수원시 영통구 매탄2동 공고 제2026-42호,2026년 민방위 보충1차 집합교육 통지서 반송에 따른 공시송달 공고,매탄2동,2026-09-09,2026-09-09 ~ 2026-09-23,58,156451,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156451,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156451,2026-09-09,4,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6066,수원시 영통구 망포2동 공고 제2026-43호,망포2동 통장 모집 공고(제15통),망포2동,2026-09-09,2026-09-09 ~ 2026-09-21,54,156441,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156441,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156441,2026-09-09,4,모집,,1,,통장,True,rejected,blacklist:통장,
6065,수원시 공고 제2026-2059호,「서수원 주민편익시설 정밀안전진단용역」수의계약 안내 공고,회계과,2026-09-09,2026-09-09 ~ 2026-09-15,78,156439,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156439,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156439,2026-09-09,4,,"용역,수의계약",-2,"용역,수의계약",용역,False,rejected,"strong_neg:용역,수의계약",
6064,수원시 공고 제2026-2058호,2026년 4분기 수원시청 구내식당 급식물품(부식품) 구매,행정지원과,2026-09-09,2026-09-09 ~ 2026-09-18,66,156438,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156438,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156438,2026-09-09,4,,,0,,,False,rejected,not_keyword_candidate,
6063,수원시 공고 제2026-2057호,수원시 하수도공기업 회계감사인 모집 공고,하수관리과,2026-09-09,2026-09-09 ~ 2026-09-16,102,156437,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156437,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156437,2026-09-09,4,모집,,1,,회계감사,True,rejected,blacklist:회계감사,
6062,수원시 공고 제2026-2056호,용역 전자입찰 공고[지동가구역 정비계획 수립 및 정비구역 지정 용역],회계과,2026-09-09,2026-09-09 ~ 2026-09-16,22,156436,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156436,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156436,2026-09-09,4,,"입찰,용역",-2,"입찰,용역",정비구역,False,rejected,"strong_neg:입찰,용역",
6061,수원시 도로교통관리사업소 공고 제2026-127호,2026년 8월 운행정지 차량내역 공고,자동차등록과,2026-09-09,2026-09-09 ~ 2026-09-23,37,156433,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156433,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156433,2026-09-09,4,,,0,,,False,rejected,not_keyword_candidate,
6060,수원시 영통구 광교1동 공고 제2026-72호,신규 주민등록증 발급통지 반송자 공고 (2009년 8월생),광교1동,2026-09-09,2026-09-09 ~ 2026-09-24,24,156431,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156431,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156431,2026-09-09,4,,,0,,,False,rejected,not_keyword_candidate,
6059,수원시 권선구 공고 제2026-732호,2026년 건설기계조종사면허 정기적성검사 수검 안내(3차) 반송분 공시송달 공고,안전건설과,2026-09-09,2026-09-09 ~ 2026-09-24,29,156430,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156430,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156430,2026-09-09,4,,공시송달,-1,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6058,수원시 공고 제2026-2053호,"「수원시청 본관 2층 환경개선공사(건축,기계)」 전자입찰 공고(긴급)",회계과,2026-09-09,2026-09-09 ~ 2026-09-15,16,156416,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156416,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156416,2026-09-09,4,,입찰,-1,입찰,입찰,False,rejected,strong_neg:입찰,
6057,수원시 공고 제2026-2052호,「수원시 재난안전상황실 이전 구축공사(통신)」 전자입찰 공고(입찰대행),회계과,2026-09-09,2026-09-09 ~ 2026-09-15,8,156415,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156415,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156415,2026-09-09,4,,입찰,-1,입찰,입찰,False,rejected,strong_neg:입찰,
6056,수원시 공고 제2026-2051호,「수원시 재난안전상황실 이전 구축공사(전기)」 전자입찰 공고(입찰대행),회계과,2026-09-09,2026-09-09 ~ 2026-09-15,9,156414,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156414,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156414,2026-09-09,4,,입찰,-1,입찰,입찰,False,rejected,strong_neg:입찰,
6055,수원시 공고 제2026-2050호,「대기환경측정망 노후장비 교체」전자입찰 공고,회계과,2026-09-09,2026-09-09 ~ 2026-09-15,28,156410,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156410,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156410,2026-09-09,4,,입찰,-1,입찰,입찰,False,rejected,strong_neg:입찰,
6054,수원시 공고 제2026-2049호,수원시 발굴매장유산공고(수원 장안동 56-2번지 제1종 근린생활시설 신축부지 내 유적),문화예술과,2026-09-09,2026-09-09 ~ 2026-09-23,39,156406,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156406,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156406,2026-09-09,4,,,0,,,False,rejected,not_keyword_candidate,
6053,수원시 팔달구 매산동 공고 제2026-73호,매산동 통장 모집 공고(21통),매산동,2026-09-09,2026-09-09 ~ 2026-09-23,25,156402,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156402,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156402,2026-09-09,4,모집,,1,,통장,True,rejected,blacklist:통장,
6052,수원시 공고 제2026-2039호,「수원시 시세 감면 조례」일부개정조례안 입법예고,세정과,2026-09-09,2026-09-09 ~ 2026-09-29,24,156370,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156370,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156370,2026-09-09,4,,,0,,입법예고,False,rejected,blacklist:입법예고,
6051,수원시 공고 제2026-2032호,수원시 상수도공기업 회계감사인 모집 공고,맑은물정책과,2026-09-09,2026-09-09 ~ 2026-09-16,39,156355,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156355,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156355,2026-09-09,4,모집,,1,,회계감사,True,rejected,blacklist:회계감사,
6050,수원시 팔달구 우만2동 공고 제2026-50호,2026년도 4분기 우만2동 주민자치센터 프로그램 수강생 모집 공고,우만2동,2026-09-09,2026-09-09 ~ 2026-09-23,38,156152,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156152,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156152,2026-09-09,4,"모집,프로그램,수강",,3,,,True,candidate,,course_local
6049,수원시 권선구 권선1동 공고 제2026-91호,주민등록 무단전출자 최고공고,권선1동,2026-09-08,2026-09-08 ~ 2026-09-16,6,156457,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156457,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156457,2026-09-08,4,,,0,,,False,rejected,not_keyword_candidate,
6048,수원시 영통구 광교1동 공고 제2026-73호,광교1동 통장모집 공고(39통),광교1동,2026-09-08,2026-09-08 ~ 2026-09-18,28,156450,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156450,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156450,2026-09-08,4,모집,,1,,통장,True,rejected,blacklist:통장,
6047,수원시 장안구 정자3동 공고 제2026-49호,정자3동 통장 모집 공고(제20・27・32・34통),정자3동,2026-09-08,2026-09-08 ~ 2026-09-22,20,156446,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156446,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156446,2026-09-08,4,모집,,1,,통장,True,rejected,blacklist:통장,
6046,수원시 공고 제2026-2060호,임대사업자 등록말소 사전통지 및 청문실시 반송에 따른  공시송달 공고,공동주택과,2026-09-08,2026-09-08 ~ 2026-09-26,33,156445,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156445,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156445,2026-09-08,4,,공시송달,-1,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6045,수원시 장안구 공고 제2026-437호,폐기물관리법 위반 과태료 본부과 공시송달,환경위생과,2026-09-08,2026-09-08 ~ 2026-09-22,32,156444,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156444,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156444,2026-09-08,4,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6044,수원시 장안구 송죽동 공고 제2026-53호,2026년 4분기 송죽동 주민자치센터 프로그램수강생 모집 공고,송죽동,2026-09-08,2026-09-08 ~ 2026-09-30,37,156443,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156443,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156443,2026-09-08,4,"모집,프로그램,수강",,3,,,True,candidate,,course_local
6043,수원시 장안구 공고 제2026-436호,폐기물관리법 위반 과태료 사전통지 공시송달,환경위생과,2026-09-08,2026-09-08 ~ 2026-09-22,25,156442,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156442,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156442,2026-09-08,4,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6042,수원시 권선구 호매실동 공고 제2026-59호,호매실동 주민자치회 신규 위촉 위원 인적사항 공개,호매실동,2026-09-08,2026-09-08 ~ 2026-09-23,42,156440,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156440,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156440,2026-09-08,4,,,0,,위원,False,rejected,blacklist:위원,
6041,수원시 권선구 세류1동 공고 제2026-35호,2026년 민방위 사이버 보충1차 교육 통지서 반송에 따른 공시송달 공고,세류1동,2026-09-08,2026-09-08 ~ 2026-09-28,25,156435,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156435,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156435,2026-09-08,4,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6040,수원시 팔달구 행궁동 공고 제2026-41호,2026년 4분기 행궁동 주민자치센터 수강생 모집 공고,행궁동,2026-09-08,2026-09-08 ~ 2026-09-30,41,156434,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156434,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156434,2026-09-08,4,"모집,수강",,2,,,True,candidate,,course_local
6039,수원시 영통구 광교2동 공고 제2026-34호,광교2동 주민자치회 위촉 위원 인적사항 공고,광교2동,2026-09-08,2026-09-08 ~ 2026-09-23,49,156432,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156432,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156432,2026-09-08,4,,,0,,위원,False,rejected,blacklist:위원,
6038,수원시 팔달구 공고 제2026-560호,담배소매업 폐업 및 신규 지정신청 공고,경제교통과,2026-09-08,2026-09-08 ~ 2026-09-16,56,156429,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156429,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156429,2026-09-08,4,신청,,1,,담배소매,True,rejected,blacklist:담배소매,
6037,수원시 공고 제2026-2055호,"사업수행능력평가 업무중첩도 평가자료 공개 공고[조원1동 복합문화센터 건립공사(건축,기계) 건설사업관리용역]",시설공사과,2026-09-08,2026-09-08 ~ 2026-09-14,44,156428,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156428,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156428,2026-09-08,4,,용역,-1,용역,용역,False,rejected,strong_neg:용역,
6036,수원시 권선구 입북동 공고 제2026-38호,2026년 4분기 입북동 주민자치센터 프로그램 수강생 모집 공고,입북동,2026-09-08,2026-09-08 ~ 2026-09-23,47,156425,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156425,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156425,2026-09-08,4,"모집,프로그램,수강",,3,,,True,candidate,,course_local
6035,수원시 팔달구 공고 제2026-558호,수원시 팔달구 께끗한 쓰레기처리 감시원(기간제 근로자) 채용 공고,환경위생과,2026-09-08,2026-09-08 ~ 2026-09-18,94,156424,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156424,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156424,2026-09-08,4,,,0,,기간제,False,rejected,blacklist:기간제,
6034,수원시 장안구 공고 제2026-435호,2026년 장안구 농어민 기회소득 지원사업 기간제근로자 채용 공고,경제교통과,2026-09-08,2026-09-08 ~ 2026-09-17,163,156422,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156422,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156422,2026-09-08,4,지원사업,,1,,기간제,True,rejected,blacklist:기간제,
6033,수원시 팔달구 행궁동 공고 제2026-40호,"행궁동 통장 모집 공고(2, 3, 9통)",행궁동,2026-09-08,2026-09-08 ~ 2026-09-28,24,156421,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156421,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156421,2026-09-08,5,모집,,1,,통장,True,rejected,blacklist:통장,
6032,수원시 팔달구 인계동 공고 제2026-100호,2026년 민방위 사이버교육 통지서 반송에 따른 공시송달 공고,인계동,2026-09-08,2026-09-08 ~ 2026-09-22,15,156420,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156420,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156420,2026-09-08,5,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6031,수원시 장안구 공고 제2026-434호,친환경자동차법 위반 과태료 체납에 따른 독촉고지서 반송분 공시송달 공고,환경위생과,2026-09-08,2026-09-09 ~ 2026-09-24,5,156418,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156418,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156418,2026-09-08,5,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6030,수원시 장안구 연무동 공고 제2026-55호,연무동 통장모집 공고(6통),연무동,2026-09-08,2026-09-08 ~ 2026-09-18,28,156417,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156417,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156417,2026-09-08,5,모집,,1,,통장,True,rejected,blacklist:통장,
6029,수원시 권선구 권선2동 공고 제2026-55호,권선2동 통장(30통) 공개모집 재공고,권선2동,2026-09-08,2026-09-08 ~ 2026-09-18,15,156412,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156412,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156412,2026-09-08,5,모집,,1,,통장,True,rejected,blacklist:통장,
